seq_id,game_id,entry_period,entry_clock,entry_type,entry_team,defend_team,shot_within_horizon,n_frames,n_puck_points,fps_estimate
271,2025-10-17.Team.F.@.Team.L,3,09:42:00,Carried,Team L,Team F,false,151,151,30.0
272,2025-10-17.Team.F.@.Team.L,3,09:14:00,Carried,Team L,Team F,false,151,151,30.0
273,2025-10-17.Team.F.@.Team.L,3,08:38:00,Dumped,Team L,Team F,false,133,64,30.0
274,2025-10-17.Team.F.@.Team.L,3,08:15:00,Carried,Team L,Team F,true,151,151,30.0
275,2025-10-17.Team.F.@.Team.L,3,07:46:00,Dumped,Team F,Team L,false,151,151,30.0
276,2025-10-17.Team.F.@.Team.L,3,07:16:00,Carried,Team F,Team L,false,151,151,30.0
277,2025-10-17.Team.F.@.Team.L,3,06:49:00,Dumped,Team L,Team F,false,152,152,30.0
278,2025-10-17.Team.F.@.Team.L,3,06:17:00,Dumped,Team L,Team F,false,151,151,30.0
279,2025-10-17.Team.F.@.Team.L,3,05:46:00,Carried,Team L,Team F,false,151,151,30.0
280,2025-10-17.Team.F.@.Team.L,3,05:18:00,Carried,Team L,Team F,false,151,151,30.0
281,2025-10-17.Team.F.@.Team.L,3,05:06:00,Carried,Team F,Team L,true,152,152,30.0
282,2025-10-17.Team.F.@.Team.L,3,04:49:00,Played,Team F,Team L,false,150,144,30.0
283,2025-10-17.Team.F.@.Team.L,3,04:28:00,Dumped,Team F,Team L,false,151,151,30.0
284,2025-10-17.Team.F.@.Team.L,3,04:05:00,Carried,Team L,Team F,true,149,149,30.0
285,2025-10-17.Team.F.@.Team.L,3,03:38:00,Dumped,Team L,Team F,false,151,151,30.0
286,2025-10-17.Team.F.@.Team.L,3,03:28:00,Carried,Team L,Team F,false,151,151,30.0
287,2025-10-17.Team.F.@.Team.L,3,02:35:00,Carried,Team F,Team L,false,151,151,30.0
288,2025-10-17.Team.F.@.Team.L,3,02:22:00,Played,Team L,Team F,false,151,151,30.0
289,2025-10-17.Team.F.@.Team.L,3,02:07:00,Dumped,Team L,Team F,false,148,59,30.0
290,2025-10-17.Team.F.@.Team.L,3,01:48:00,Carried,Team L,Team F,false,151,151,30.0
291,2025-10-17.Team.F.@.Team.L,3,01:16:00,Carried,Team L,Team F,false,151,151,30.0
292,2025-10-17.Team.F.@.Team.L,3,01:01:00,Carried,Team L,Team F,false,151,151,30.0
293,2025-10-17.Team.F.@.Team.L,3,00:34:00,Dumped,Team L,Team F,false,151,151,30.0
294,2025-10-17.Team.F.@.Team.L,3,00:16:00,Dumped,Team L,Team F,false,151,151,30.0
295,2025-10-24.Team.B.@.Team.A,1,19:57:00,Dumped,Team B,Team A,false,147,147,30.0
296,2025-10-24.Team.B.@.Team.A,1,19:46:00,Dumped,Team B,Team A,false,151,151,30.0
297,2025-10-24.Team.B.@.Team.A,1,19:27:00,Carried,Team A,Team B,false,151,151,30.0
298,2025-10-24.Team.B.@.Team.A,1,19:24:00,Dumped,Team A,Team B,false,152,152,30.0
299,2025-10-24.Team.B.@.Team.A,1,19:05:00,Played,Team B,Team A,true,154,154,30.0
300,2025-10-24.Team.B.@.Team.A,1,18:15:00,Dumped,Team A,Team B,false,152,152,30.0
301,2025-10-24.Team.B.@.Team.A,1,18:10:00,Played,Team B,Team A,false,153,153,30.0
302,2025-10-24.Team.B.@.Team.A,1,18:00:00,Played,Team A,Team B,false,152,152,30.0
303,2025-10-24.Team.B.@.Team.A,1,17:51:00,Dumped,Team A,Team B,false,152,152,30.0
304,2025-10-24.Team.B.@.Team.A,1,17:42:00,Dumped,Team B,Team A,false,151,151,30.0
305,2025-10-24.Team.B.@.Team.A,1,17:30:00,Carried,Team B,Team A,false,151,151,30.0
306,2025-10-24.Team.B.@.Team.A,1,17:17:00,Carried,Team B,Team A,false,152,152,30.0
307,2025-10-24.Team.B.@.Team.A,1,16:37:00,Carried,Team B,Team A,false,151,151,30.0
308,2025-10-24.Team.B.@.Team.A,1,16:27:00,Dumped,Team A,Team B,false,151,151,30.0
309,2025-10-24.Team.B.@.Team.A,1,16:08:00,Dumped,Team A,Team B,false,155,84,30.0
310,2025-10-24.Team.B.@.Team.A,1,15:59:00,Dumped,Team A,Team B,false,151,151,30.0
311,2025-10-24.Team.B.@.Team.A,1,15:42:00,Dumped,Team B,Team A,false,151,151,30.0
312,2025-10-24.Team.B.@.Team.A,1,15:33:00,Carried,Team A,Team B,false,152,152,30.0
313,2025-10-24.Team.B.@.Team.A,1,15:13:00,Dumped,Team B,Team A,false,153,153,30.0
314,2025-10-24.Team.B.@.Team.A,1,15:02:00,Carried,Team B,Team A,true,151,151,30.0
315,2025-10-24.Team.B.@.Team.A,1,14:44:00,Carried,Team A,Team B,false,151,151,30.0
316,2025-10-24.Team.B.@.Team.A,1,14:22:00,Played,Team A,Team B,false,151,151,30.0
317,2025-10-24.Team.B.@.Team.A,1,14:07:00,Carried,Team B,Team A,false,146,144,30.0
318,2025-10-24.Team.B.@.Team.A,1,13:50:00,Dumped,Team B,Team A,false,150,150,30.0
319,2025-10-24.Team.B.@.Team.A,1,13:02:00,Carried,Team B,Team A,true,151,151,30.0
320,2025-10-24.Team.B.@.Team.A,1,12:43:00,Carried,Team A,Team B,true,151,151,30.0
321,2025-10-24.Team.B.@.Team.A,1,12:27:00,Carried,Team B,Team A,false,151,102,30.0
322,2025-10-24.Team.B.@.Team.A,1,12:11:00,Carried,Team A,Team B,false,151,151,30.0
323,2025-10-24.Team.B.@.Team.A,1,11:42:00,Dumped,Team B,Team A,false,152,152,30.0
324,2025-10-24.Team.B.@.Team.A,1,11:36:00,Played,Team A,Team B,false,152,152,30.0
325,2025-10-24.Team.B.@.Team.A,1,11:10:00,Dumped,Team B,Team A,false,151,139,30.0
326,2025-10-24.Team.B.@.Team.A,1,10:28:00,Dumped,Team B,Team A,false,151,151,30.0
327,2025-10-24.Team.B.@.Team.A,1,10:21:00,Carried,Team B,Team A,true,151,151,30.0
328,2025-10-24.Team.B.@.Team.A,1,10:08:00,Carried,Team A,Team B,true,151,151,30.0
329,2025-10-24.Team.B.@.Team.A,1,09:42:00,Carried,Team A,Team B,false,151,151,30.0
330,2025-10-24.Team.B.@.Team.A,1,09:32:00,Dumped,Team A,Team B,false,151,151,30.0
331,2025-10-24.Team.B.@.Team.A,1,08:15:00,Played,Team B,Team A,false,151,139,30.0
332,2025-10-24.Team.B.@.Team.A,1,07:25:00,Carried,Team B,Team A,false,151,151,30.0
333,2025-10-24.Team.B.@.Team.A,1,06:48:00,Dumped,Team B,Team A,false,151,151,30.0
334,2025-10-24.Team.B.@.Team.A,1,06:27:00,Carried,Team B,Team A,true,151,151,30.0
335,2025-10-24.Team.B.@.Team.A,1,05:36:00,Carried,Team B,Team A,false,152,152,30.0
336,2025-10-24.Team.B.@.Team.A,1,05:25:00,Played,Team A,Team B,false,150,150,30.0
337,2025-10-24.Team.B.@.Team.A,1,05:01:00,Dumped,Team A,Team B,false,152,152,30.0
338,2025-10-24.Team.B.@.Team.A,1,04:52:00,Dumped,Team B,Team A,false,152,152,30.0
339,2025-10-24.Team.B.@.Team.A,1,04:41:00,Carried,Team A,Team B,false,151,151,30.0
340,2025-10-24.Team.B.@.Team.A,1,04:14:00,Played,Team A,Team B,false,152,152,30.0
341,2025-10-24.Team.B.@.Team.A,1,04:06:00,Carried,Team B,Team A,false,152,152,30.0
342,2025-10-24.Team.B.@.Team.A,1,03:56:00,Dumped,Team A,Team B,true,152,152,30.0
343,2025-10-24.Team.B.@.Team.A,1,03:03:00,Carried,Team A,Team B,false,152,152,30.0
344,2025-10-24.Team.B.@.Team.A,1,02:24:00,Carried,Team A,Team B,false,151,151,30.0
345,2025-10-24.Team.B.@.Team.A,1,02:05:00,Dumped,Team B,Team A,false,151,151,30.0
346,2025-10-24.Team.B.@.Team.A,1,01:48:00,Dumped,Team A,Team B,false,151,151,30.0
347,2025-10-24.Team.B.@.Team.A,1,00:38:00,Carried,Team A,Team B,false,151,151,30.0
348,2025-10-24.Team.B.@.Team.A,1,00:08:00,Dumped,Team B,Team A,false,150,150,30.0
349,2025-10-24.Team.B.@.Team.A,2,19:56:00,Dumped,Team A,Team B,false,151,151,30.0
350,2025-10-24.Team.B.@.Team.A,2,19:20:00,Dumped,Team A,Team B,false,152,132,30.0
351,2025-10-24.Team.B.@.Team.A,2,19:09:00,Dumped,Team A,Team B,false,151,151,30.0
352,2025-10-24.Team.B.@.Team.A,2,18:49:00,Dumped,Team B,Team A,false,151,151,30.0
353,2025-10-24.Team.B.@.Team.A,2,18:35:00,Carried,Team A,Team B,true,151,151,30.0
354,2025-10-24.Team.B.@.Team.A,2,18:11:00,Played,Team B,Team A,false,152,152,30.0
355,2025-10-24.Team.B.@.Team.A,2,18:00:00,Dumped,Team A,Team B,false,151,151,30.0
356,2025-10-24.Team.B.@.Team.A,2,17:43:00,Carried,Team B,Team A,false,151,112,30.0
357,2025-10-24.Team.B.@.Team.A,2,17:18:00,Dumped,Team A,Team B,false,150,150,30.0
358,2025-10-24.Team.B.@.Team.A,2,16:27:00,Dumped,Team A,Team B,true,151,151,30.0
359,2025-10-24.Team.B.@.Team.A,2,15:44:00,Carried,Team A,Team B,true,151,129,30.0
360,2025-10-24.Team.B.@.Team.A,2,15:33:00,Dumped,Team B,Team A,false,151,151,30.0
361,2025-10-24.Team.B.@.Team.A,2,15:27:00,Carried,Team A,Team B,false,151,151,30.0
362,2025-10-24.Team.B.@.Team.A,2,15:10:00,Carried,Team B,Team A,false,151,151,30.0
363,2025-10-24.Team.B.@.Team.A,2,14:12:00,Dumped,Team B,Team A,false,152,152,30.0
364,2025-10-24.Team.B.@.Team.A,2,13:39:00,Dumped,Team B,Team A,false,151,151,30.0
365,2025-10-24.Team.B.@.Team.A,2,13:03:00,Dumped,Team B,Team A,false,151,151,30.0
366,2025-10-24.Team.B.@.Team.A,2,12:42:00,Dumped,Team A,Team B,false,151,151,30.0
367,2025-10-24.Team.B.@.Team.A,2,12:09:00,Carried,Team A,Team B,false,151,151,30.0
368,2025-10-24.Team.B.@.Team.A,2,11:33:00,Carried,Team B,Team A,true,152,152,30.0
369,2025-10-24.Team.B.@.Team.A,2,10:58:00,Played,Team B,Team A,false,151,151,30.0
370,2025-10-24.Team.B.@.Team.A,2,10:41:00,Carried,Team B,Team A,false,151,151,30.0
371,2025-10-24.Team.B.@.Team.A,2,09:54:00,Dumped,Team A,Team B,false,151,151,30.0
372,2025-10-24.Team.B.@.Team.A,2,09:25:00,Carried,Team B,Team A,true,152,96,30.0
373,2025-10-24.Team.B.@.Team.A,2,08:40:00,Dumped,Team A,Team B,false,152,152,30.0
374,2025-10-24.Team.B.@.Team.A,2,08:16:00,Played,Team A,Team B,true,151,151,30.0
375,2025-10-24.Team.B.@.Team.A,2,08:02:00,Carried,Team B,Team A,false,151,151,30.0
376,2025-10-24.Team.B.@.Team.A,2,07:56:00,Carried,Team A,Team B,false,151,151,30.0
377,2025-10-24.Team.B.@.Team.A,2,07:15:00,Dumped,Team B,Team A,false,152,152,30.0
378,2025-10-24.Team.B.@.Team.A,2,06:41:00,Dumped,Team A,Team B,false,151,151,30.0
379,2025-10-24.Team.B.@.Team.A,2,06:03:00,Carried,Team A,Team B,false,151,151,30.0
380,2025-10-24.Team.B.@.Team.A,2,05:45:00,Dumped,Team A,Team B,false,151,151,30.0
381,2025-10-24.Team.B.@.Team.A,2,05:18:00,Dumped,Team B,Team A,false,151,151,30.0
382,2025-10-24.Team.B.@.Team.A,2,05:03:00,Dumped,Team A,Team B,false,152,152,30.0
383,2025-10-24.Team.B.@.Team.A,2,04:40:00,Carried,Team B,Team A,true,152,152,30.0
384,2025-10-24.Team.B.@.Team.A,2,04:20:00,Played,Team B,Team A,true,151,151,30.0
385,2025-10-24.Team.B.@.Team.A,2,03:33:00,Carried,Team B,Team A,false,152,152,30.0
386,2025-10-24.Team.B.@.Team.A,2,03:20:00,Carried,Team A,Team B,false,151,151,30.0
387,2025-10-24.Team.B.@.Team.A,2,03:11:00,Dumped,Team B,Team A,false,151,151,30.0
388,2025-10-24.Team.B.@.Team.A,2,02:43:00,Carried,Team A,Team B,false,151,150,30.0
389,2025-10-24.Team.B.@.Team.A,2,02:07:00,Dumped,Team A,Team B,false,151,151,30.0
390,2025-10-24.Team.B.@.Team.A,2,01:55:00,Carried,Team B,Team A,false,151,151,30.0
391,2025-10-24.Team.B.@.Team.A,2,00:59:00,Played,Team A,Team B,false,151,151,30.0
392,2025-10-24.Team.B.@.Team.A,2,00:48:00,Carried,Team A,Team B,false,121,31,30.0
393,2025-10-24.Team.B.@.Team.A,2,00:05:00,Carried,Team A,Team B,true,151,150,30.0
394,2025-10-24.Team.B.@.Team.A,3,19:40:00,Carried,Team A,Team B,false,150,150,30.0
395,2025-10-24.Team.B.@.Team.A,3,19:29:00,Dumped,Team B,Team A,false,152,152,30.0
396,2025-10-24.Team.B.@.Team.A,3,19:19:00,Played,Team A,Team B,false,152,152,30.0
397,2025-10-24.Team.B.@.Team.A,3,19:09:00,Carried,Team B,Team A,false,151,151,30.0
398,2025-10-24.Team.B.@.Team.A,3,18:37:00,Dumped,Team B,Team A,false,151,151,30.0
399,2025-10-24.Team.B.@.Team.A,3,18:09:00,Carried,Team B,Team A,false,151,151,30.0
400,2025-10-24.Team.B.@.Team.A,3,17:58:00,Dumped,Team A,Team B,false,151,151,30.0
401,2025-10-24.Team.B.@.Team.A,3,16:41:00,Carried,Team A,Team B,false,150,150,30.0
402,2025-10-24.Team.B.@.Team.A,3,15:36:00,Dumped,Team A,Team B,false,151,151,30.0
403,2025-10-24.Team.B.@.Team.A,3,14:57:00,Carried,Team B,Team A,false,151,151,30.0
404,2025-10-24.Team.B.@.Team.A,3,14:43:00,Played,Team B,Team A,false,157,157,30.0
405,2025-10-24.Team.B.@.Team.A,3,14:11:00,Carried,Team B,Team A,false,178,32,30.0
406,2025-10-24.Team.B.@.Team.A,3,13:02:00,Carried,Team B,Team A,false,151,151,30.0
407,2025-10-24.Team.B.@.Team.A,3,12:42:00,Dumped,Team A,Team B,false,147,147,30.0
408,2025-10-24.Team.B.@.Team.A,3,12:37:00,Dumped,Team B,Team A,false,152,152,30.0
409,2025-10-24.Team.B.@.Team.A,3,12:17:00,Dumped,Team B,Team A,false,151,151,30.0
410,2025-10-24.Team.B.@.Team.A,3,11:59:00,Played,Team A,Team B,false,151,151,30.0
411,2025-10-24.Team.B.@.Team.A,3,11:48:00,Dumped,Team B,Team A,false,151,114,30.0
412,2025-10-24.Team.B.@.Team.A,3,11:25:00,Carried,Team B,Team A,true,119,100,30.0
413,2025-10-24.Team.B.@.Team.A,3,11:14:00,Dumped,Team B,Team A,false,152,152,30.0
414,2025-10-24.Team.B.@.Team.A,3,10:59:00,Dumped,Team A,Team B,false,150,150,30.0
415,2025-10-24.Team.B.@.Team.A,3,10:42:00,Carried,Team A,Team B,false,151,151,30.0
416,2025-10-24.Team.B.@.Team.A,3,10:36:00,Carried,Team B,Team A,true,152,86,30.0
417,2025-10-24.Team.B.@.Team.A,3,10:22:00,Played,Team A,Team B,false,151,151,30.0
418,2025-10-24.Team.B.@.Team.A,3,10:05:00,Carried,Team A,Team B,false,152,152,30.0
419,2025-10-24.Team.B.@.Team.A,3,08:29:00,Carried,Team A,Team B,false,151,151,30.0
420,2025-10-24.Team.B.@.Team.A,3,08:15:00,Played,Team B,Team A,true,158,112,30.0
421,2025-10-24.Team.B.@.Team.A,3,07:41:00,Dumped,Team B,Team A,false,151,151,30.0
422,2025-10-24.Team.B.@.Team.A,3,07:11:00,Played,Team A,Team B,false,151,151,30.0
423,2025-10-24.Team.B.@.Team.A,3,07:05:00,Carried,Team B,Team A,false,152,152,30.0
424,2025-10-24.Team.B.@.Team.A,3,06:44:00,Dumped,Team A,Team B,false,151,151,30.0
425,2025-10-24.Team.B.@.Team.A,3,05:59:00,Dumped,Team A,Team B,false,152,152,30.0
426,2025-10-24.Team.B.@.Team.A,3,05:44:00,Dumped,Team B,Team A,false,151,151,30.0
427,2025-10-24.Team.B.@.Team.A,3,05:17:00,Dumped,Team A,Team B,false,152,152,30.0
428,2025-10-24.Team.B.@.Team.A,3,04:43:00,Dumped,Team A,Team B,false,145,145,30.0
429,2025-10-24.Team.B.@.Team.A,3,04:31:00,Dumped,Team A,Team B,false,151,151,30.0
430,2025-10-24.Team.B.@.Team.A,3,04:23:00,Dumped,Team B,Team A,false,152,152,30.0
431,2025-10-24.Team.B.@.Team.A,3,03:14:00,Dumped,Team A,Team B,false,152,152,30.0
432,2025-10-24.Team.B.@.Team.A,3,03:05:00,Dumped,Team B,Team A,false,155,137,30.0
433,2025-10-24.Team.B.@.Team.A,3,02:32:00,Dumped,Team A,Team B,false,172,172,30.0
434,2025-10-24.Team.B.@.Team.A,3,02:07:00,Dumped,Team A,Team B,false,151,151,30.0
435,2025-10-24.Team.B.@.Team.A,3,02:00:00,Dumped,Team B,Team A,false,152,152,30.0
436,2025-10-24.Team.B.@.Team.A,3,01:39:00,Dumped,Team A,Team B,true,151,151,30.0
437,2025-10-24.Team.B.@.Team.A,3,00:48:00,Dumped,Team B,Team A,false,104,100,30.0
438,2025-10-24.Team.B.@.Team.A,3,00:33:00,Dumped,Team B,Team A,false,151,151,30.0
439,2025-10-24.Team.B.@.Team.A,3,00:10:00,Carried,Team B,Team A,true,151,151,30.0
440,2025-10-24.Team.E.@.Team.D,1,19:50:00,Played,Team D,Team E,true,151,151,31.0
441,2025-10-24.Team.E.@.Team.D,1,19:21:00,Carried,Team E,Team D,false,149,149,31.0
442,2025-10-24.Team.E.@.Team.D,1,19:05:00,Played,Team E,Team D,false,151,151,31.0
443,2025-10-24.Team.E.@.Team.D,1,18:36:00,Played,Team D,Team E,false,150,150,31.0
444,2025-10-24.Team.E.@.Team.D,1,17:45:00,Played,Team D,Team E,false,151,151,31.0
445,2025-10-24.Team.E.@.Team.D,1,17:24:00,Played,Team D,Team E,false,178,144,31.0
446,2025-10-24.Team.E.@.Team.D,1,17:00:00,Carried,Team D,Team E,false,153,153,31.0
447,2025-10-24.Team.E.@.Team.D,1,15:52:00,Carried,Team D,Team E,false,150,150,31.0
448,2025-10-24.Team.E.@.Team.D,1,15:22:00,Carried,Team D,Team E,false,152,151,31.0
449,2025-10-24.Team.E.@.Team.D,1,15:04:00,Dumped,Team D,Team E,false,152,152,31.0
450,2025-10-24.Team.E.@.Team.D,1,14:33:00,Dumped,Team D,Team E,false,151,151,31.0
451,2025-10-24.Team.E.@.Team.D,1,14:22:00,Dumped,Team E,Team D,true,150,150,31.0
452,2025-10-24.Team.E.@.Team.D,1,13:42:00,Played,Team E,Team D,true,139,139,31.0
453,2025-10-24.Team.E.@.Team.D,1,13:33:00,Carried,Team D,Team E,false,151,151,31.0
454,2025-10-24.Team.E.@.Team.D,1,13:14:00,Dumped,Team E,Team D,false,151,151,31.0
455,2025-10-24.Team.E.@.Team.D,1,13:03:00,Carried,Team D,Team E,true,151,151,31.0
456,2025-10-24.Team.E.@.Team.D,1,12:47:00,Dumped,Team E,Team D,false,151,114,31.0
457,2025-10-24.Team.E.@.Team.D,1,12:24:00,Carried,Team D,Team E,false,150,150,31.0
458,2025-10-24.Team.E.@.Team.D,1,11:58:00,Dumped,Team E,Team D,false,150,150,31.0
459,2025-10-24.Team.E.@.Team.D,1,11:37:00,Carried,Team E,Team D,true,151,151,31.0
460,2025-10-24.Team.E.@.Team.D,1,10:59:00,Dumped,Team E,Team D,false,175,175,31.0
461,2025-10-24.Team.E.@.Team.D,1,10:41:00,Carried,Team E,Team D,false,151,151,31.0
462,2025-10-24.Team.E.@.Team.D,1,10:22:00,Dumped,Team D,Team E,false,152,152,31.0
463,2025-10-24.Team.E.@.Team.D,1,09:57:00,Dumped,Team D,Team E,false,152,152,31.0
464,2025-10-24.Team.E.@.Team.D,1,09:50:00,Carried,Team E,Team D,true,151,151,31.0
465,2025-10-24.Team.E.@.Team.D,1,09:41:00,Dumped,Team D,Team E,false,152,152,31.0
466,2025-10-24.Team.E.@.Team.D,1,08:58:00,Carried,Team D,Team E,true,146,146,31.0
467,2025-10-24.Team.E.@.Team.D,1,08:45:00,Carried,Team E,Team D,true,152,152,31.0
468,2025-10-24.Team.E.@.Team.D,1,08:31:00,Played,Team D,Team E,false,152,152,31.0
469,2025-10-24.Team.E.@.Team.D,1,08:23:00,Carried,Team E,Team D,true,152,150,31.0
470,2025-10-24.Team.E.@.Team.D,1,08:03:00,Played,Team E,Team D,false,157,157,31.0
471,2025-10-24.Team.E.@.Team.D,1,07:53:00,Played,Team E,Team D,false,151,151,31.0
472,2025-10-24.Team.E.@.Team.D,1,07:25:00,Carried,Team E,Team D,true,152,152,31.0
473,2025-10-24.Team.E.@.Team.D,1,07:14:00,Carried,Team E,Team D,false,150,150,31.0
474,2025-10-24.Team.E.@.Team.D,1,05:58:00,Carried,Team E,Team D,false,150,150,31.0
475,2025-10-24.Team.E.@.Team.D,1,05:17:00,Played,Team E,Team D,true,151,151,31.0
476,2025-10-24.Team.E.@.Team.D,1,05:01:00,Carried,Team E,Team D,false,152,152,31.0
477,2025-10-24.Team.E.@.Team.D,1,04:55:00,Carried,Team D,Team E,true,167,135,31.0
478,2025-10-24.Team.E.@.Team.D,1,04:26:00,Carried,Team D,Team E,true,150,150,31.0
479,2025-10-24.Team.E.@.Team.D,1,04:16:00,Dumped,Team D,Team E,false,151,151,31.0
480,2025-10-24.Team.E.@.Team.D,1,04:07:00,Played,Team E,Team D,false,151,151,31.0
481,2025-10-24.Team.E.@.Team.D,1,03:36:00,Played,Team D,Team E,false,152,151,31.0
482,2025-10-24.Team.E.@.Team.D,1,03:27:00,Carried,Team E,Team D,false,151,151,31.0
483,2025-10-24.Team.E.@.Team.D,1,03:12:00,Dumped,Team E,Team D,false,151,151,31.0
484,2025-10-24.Team.E.@.Team.D,1,02:59:00,Dumped,Team E,Team D,false,151,151,31.0
485,2025-10-24.Team.E.@.Team.D,1,02:45:00,Dumped,Team E,Team D,false,149,133,31.0
486,2025-10-24.Team.E.@.Team.D,1,02:33:00,Dumped,Team E,Team D,false,152,152,31.0
487,2025-10-24.Team.E.@.Team.D,1,02:26:00,Dumped,Team D,Team E,false,152,152,31.0
488,2025-10-24.Team.E.@.Team.D,1,02:22:00,Dumped,Team D,Team E,false,152,152,31.0
489,2025-10-24.Team.E.@.Team.D,1,02:09:00,Carried,Team D,Team E,false,153,153,31.0
490,2025-10-24.Team.E.@.Team.D,1,01:50:00,Carried,Team E,Team D,true,152,152,31.0
491,2025-10-24.Team.E.@.Team.D,1,01:10:00,Carried,Team D,Team E,false,152,152,31.0
492,2025-10-24.Team.E.@.Team.D,1,00:58:00,Dumped,Team D,Team E,false,150,150,31.0
493,2025-10-24.Team.E.@.Team.D,1,00:28:00,Carried,Team D,Team E,false,151,151,31.0
494,2025-10-24.Team.E.@.Team.D,1,00:21:00,Dumped,Team E,Team D,false,152,152,31.0
495,2025-10-24.Team.E.@.Team.D,2,19:57:00,Carried,Team E,Team D,true,87,87,31.0
496,2025-10-24.Team.E.@.Team.D,2,19:36:00,Played,Team E,Team D,false,151,151,31.0
497,2025-10-24.Team.E.@.Team.D,2,19:27:00,Carried,Team D,Team E,true,151,149,31.0
498,2025-10-24.Team.E.@.Team.D,2,18:00:00,Played,Team D,Team E,true,147,147,31.0
499,2025-10-24.Team.E.@.Team.D,2,17:51:00,Dumped,Team D,Team E,false,157,157,31.0
500,2025-10-24.Team.E.@.Team.D,2,17:25:00,Carried,Team E,Team D,false,146,146,31.0
501,2025-10-24.Team.E.@.Team.D,2,15:46:00,Carried,Team D,Team E,false,42,41,31.0
502,2025-10-24.Team.E.@.Team.D,2,13:09:00,Dumped,Team D,Team E,false,154,154,31.0
503,2025-10-24.Team.E.@.Team.D,2,12:48:00,Carried,Team D,Team E,false,156,156,31.0
504,2025-10-24.Team.E.@.Team.D,2,11:47:00,Dumped,Team E,Team D,false,145,145,31.0
505,2025-10-24.Team.E.@.Team.D,2,11:37:00,Carried,Team D,Team E,false,154,154,31.0
506,2025-10-24.Team.E.@.Team.D,2,11:23:00,Carried,Team E,Team D,false,171,140,31.0
507,2025-10-24.Team.E.@.Team.D,2,11:08:00,Dumped,Team E,Team D,false,162,162,31.0
508,2025-10-24.Team.E.@.Team.D,2,10:57:00,Dumped,Team D,Team E,false,155,122,31.0
509,2025-10-24.Team.E.@.Team.D,2,10:28:00,Carried,Team D,Team E,false,146,146,31.0
510,2025-10-24.Team.E.@.Team.D,2,09:55:00,Dumped,Team D,Team E,false,136,136,31.0
511,2025-10-24.Team.E.@.Team.D,2,09:31:00,Carried,Team D,Team E,false,152,152,31.0
512,2025-10-24.Team.E.@.Team.D,2,09:24:00,Carried,Team E,Team D,false,151,150,31.0
513,2025-10-24.Team.E.@.Team.D,2,09:09:00,Carried,Team D,Team E,true,164,120,31.0
514,2025-10-24.Team.E.@.Team.D,2,08:09:00,Dumped,Team D,Team E,false,152,152,31.0
515,2025-10-24.Team.E.@.Team.D,2,07:52:00,Carried,Team D,Team E,false,152,152,31.0
516,2025-10-24.Team.E.@.Team.D,2,07:14:00,Carried,Team E,Team D,false,153,150,31.0
517,2025-10-24.Team.E.@.Team.D,2,05:42:00,Carried,Team E,Team D,false,152,152,31.0
518,2025-10-24.Team.E.@.Team.D,2,05:05:00,Carried,Team E,Team D,false,152,151,31.0
519,2025-10-24.Team.E.@.Team.D,2,03:41:00,Carried,Team D,Team E,false,151,151,31.0
520,2025-10-24.Team.E.@.Team.D,2,02:59:00,Dumped,Team D,Team E,false,146,146,31.0
521,2025-10-24.Team.E.@.Team.D,2,02:32:00,Carried,Team E,Team D,true,151,151,31.0
522,2025-10-24.Team.E.@.Team.D,2,02:19:00,Carried,Team E,Team D,true,152,127,31.0
523,2025-10-24.Team.E.@.Team.D,2,02:03:00,Carried,Team E,Team D,true,152,152,31.0
524,2025-10-24.Team.E.@.Team.D,2,01:43:00,Carried,Team E,Team D,false,152,152,31.0
525,2025-10-24.Team.E.@.Team.D,2,01:03:00,Carried,Team E,Team D,false,156,152,31.0
526,2025-10-24.Team.E.@.Team.D,3,02:40:00,Dumped,Team E,Team D,false,151,151,31.0
527,2025-10-24.Team.E.@.Team.D,3,02:04:00,Dumped,Team D,Team E,false,150,150,31.0
528,2025-10-24.Team.E.@.Team.D,3,01:55:00,Carried,Team E,Team D,true,147,103,31.0
529,2025-10-24.Team.E.@.Team.D,3,01:26:00,Dumped,Team D,Team E,false,151,151,31.0
530,2025-10-24.Team.E.@.Team.D,3,00:49:00,Carried,Team E,Team D,false,152,152,31.0
531,2025-10-24.Team.E.@.Team.D,3,00:42:00,Carried,Team D,Team E,false,152,152,31.0
532,2025-10-24.Team.E.@.Team.D,3,00:10:00,Carried,Team D,Team E,true,152,152,31.0
533,2025-10-28.Team.C.@.Team.A,1,19:40:00,Dumped,Team A,Team C,true,67,57,30.0
534,2025-10-28.Team.C.@.Team.A,1,19:25:00,Dumped,Team A,Team C,false,151,151,30.0
535,2025-10-28.Team.C.@.Team.A,1,18:57:00,Carried,Team C,Team A,false,151,151,30.0
536,2025-10-28.Team.C.@.Team.A,1,18:38:00,Dumped,Team A,Team C,false,150,150,30.0
537,2025-10-28.Team.C.@.Team.A,1,18:10:00,Carried,Team C,Team A,false,152,152,30.0
538,2025-10-28.Team.C.@.Team.A,1,17:59:00,Dumped,Team A,Team C,true,151,151,30.0
539,2025-10-28.Team.C.@.Team.A,1,17:41:00,Dumped,Team C,Team A,false,150,150,30.0
540,2025-10-28.Team.C.@.Team.A,1,17:30:00,Played,Team A,Team C,true,152,54,30.0
541,2025-10-28.Team.C.@.Team.A,1,17:23:00,Dumped,Team A,Team C,false,151,151,30.0
